,label
2998,5
2999,1
3000,3
3001,7
3002,8
3003,3
3004,7
3005,6
3006,6
3007,8
3008,9
3009,7
3010,4
3011,1
3012,1
3013,4
3014,8
3015,7
3016,9
3017,6
3018,8
3019,1
3020,2
3021,2
3022,8
3023,8
3024,7
3025,8
3026,7
3027,3
3028,3
3029,1
3030,6
3031,8
3032,7
3033,3
3034,6
3035,3
3036,1
3037,9
3038,9
3039,4
3040,7
3041,3
3042,8
3043,1
3044,7
3045,5
3046,6
3047,4
3048,9
3049,9
3050,9
3051,5
3052,7
3053,8
3054,6
3055,6
3056,5
3057,1
3058,1
3059,1
3060,1
3061,9
3062,7
3063,6
3064,2
3065,7
3066,1
3067,7
3068,1
3069,1
3070,8
3071,6
3072,1
3073,4
3074,5
3075,8
3076,4
3077,8
3078,8
3079,6
3080,1
3081,2
3082,8
3083,2
3084,6
3085,1
3086,9
3087,7
3088,7
3089,5
3090,3
3091,8
3092,7
3093,6
3094,2
3095,1
3096,7
3097,9
3098,8
3099,1
3100,8
3101,1
3102,7
3103,1
3104,6
3105,3
3106,8
3107,8
3108,6
3109,1
3110,7
3111,2
3112,2
3113,5
3114,3
3115,7
3116,6
3117,8
3118,1
3119,5
3120,8
3121,5
3122,2
3123,7
3124,3
3125,6
3126,5
3127,2
3128,6
3129,8
3130,2
3131,8
3132,1
3133,1
3134,7
3135,1
3136,9
3137,4
3138,4
3139,9
3140,6
3141,8
3142,5
3143,1
3144,1
3145,9
3146,8
3147,7
3148,9
3149,6
3150,6
3151,4
3152,1
3153,2
3154,1
3155,3
3156,7
3157,8
3158,5
3159,8
3160,6
3161,4
3162,5
3163,2
3164,8
3165,4
3166,8
3167,1
3168,9
3169,7
3170,6
3171,6
3172,9
3173,8
3174,8
3175,2
3176,7
3177,4
3178,9
3179,1
3180,7
3181,9
3182,6
3183,2
3184,9
3185,4
3186,7
3187,7
3188,5
3189,2
3190,2
3191,5
3192,1
3193,3
3194,1
3195,6
3196,4
3197,1
3198,6
3199,9
3200,1
3201,1
3202,1
3203,2
3204,1
3205,9
3206,6
3207,7
3208,1
3209,6
3210,1
3211,6
3212,5
3213,1
3214,7
3215,5
3216,2
3217,2
3218,6
3219,2
3220,3
3221,3
3222,4
3223,1
3224,6
3225,1
3226,6
3227,1
3228,5
3229,1
3230,1
3231,1
3232,1
3233,2
3234,5
3235,6
3236,6
3237,7
3238,1
3239,1
3240,1
3241,1
3242,1
3243,1
3244,3
3245,6
3246,3
3247,1
3248,1
3249,6
3250,3
3251,1
3252,1
3253,9
3254,9
3255,1
3256,3
3257,8
3258,3
3259,1
3260,2
3261,4
3262,6
3263,8
3264,6
3265,6
3266,7
3267,1
3268,7
3269,8
3270,5
3271,5
3272,7
3273,9
3274,7
3275,4
3276,1
3277,6
3278,9
3279,9
3280,6
3281,4
3282,8
3283,8
3284,1
3285,1
3286,6
3287,5
3288,7
3289,6
3290,4
3291,1
3292,7
3293,8
3294,3
3295,7
3296,9
3297,1
3298,6
3299,9
3300,1
3301,1
3302,7
3303,3
3304,6
3305,8
3306,9
3307,4
3308,6
3309,1
3310,5
3311,1
3312,1
3313,9
3314,8
3315,6
3316,8
3317,9
3318,9
3319,1
3320,1
3321,3
3322,7
3323,8
3324,3
3325,3
3326,6
3327,1
3328,9
3329,7
3330,5
3331,8
3332,4
3333,7
3334,8
3335,1
3336,4
3337,9
3338,9
3339,4
3340,8
3341,8
3342,4
3343,7
3344,8
3345,2
3346,1
3347,8
3348,7
3349,2
3350,5
3351,2
3352,7
3353,7
3354,6
3355,6
3356,8
3357,5
3358,6
3359,9
3360,8
3361,9
3362,8
3363,6
3364,7
3365,9
3366,6
3367,8
3368,8
3369,8
3370,7
3371,9
3372,9
3373,5
3374,3
3375,5
3376,3
3377,2
3378,9
3379,5
3380,7
3381,1
3382,4
3383,7
3384,2
3385,7
3386,7
3387,9
3388,6
3389,1
3390,3
3391,7
3392,6
3393,9
3394,7
3395,1
3396,6
3397,9
3398,4
3399,8
3400,6
3401,1
3402,4
3403,8
3404,7
3405,4
3406,8
3407,6
3408,7
3409,9
3410,3
3411,2
3412,9
3413,2
3414,9
3415,9
3416,8
3417,2
3418,6
3419,2
3420,2
3421,4
3422,3
3423,9
3424,1
3425,4
3426,3
3427,4
3428,6
3429,5
3430,8
3431,8
3432,3
3433,4
3434,6
3435,1
3436,8
3437,2
3438,8
3439,5
3440,4
3441,7
3442,9
3443,4
3444,9
3445,9
3446,8
3447,4
3448,8
3449,5
3450,6
3451,6
3452,9
3453,8
3454,1
3455,1
3456,1
3457,1
3458,1
3459,1
3460,1
3461,1
3462,1
3463,1
3464,1
3465,1
3466,1
3467,1
3468,1
3469,7
3470,1
3471,1
3472,1
3473,1
3474,1
3475,9
3476,9
3477,5
3478,1
3479,1
3480,8
3481,8
3482,8
3483,6
3484,9
3485,5
3486,2
3487,2
3488,7
3489,4
3490,8
3491,3
3492,4
3493,6
3494,8
3495,3
3496,4
3497,9
3498,1
3499,3
3500,9
3501,9
3502,1
3503,4
3504,8
3505,9
3506,1
3507,8
3508,2
3509,9
3510,7
3511,8
3512,2
3513,4
3514,3
3515,6
3516,7
3517,2
3518,9
3519,8
3520,3
3521,8
3522,6
3523,1
3524,8
3525,3
3526,2
3527,9
3528,9
3529,8
3530,4
3531,3
3532,1
3533,7
3534,1
3535,7
3536,4
3537,1
3538,7
3539,2
3540,6
3541,6
3542,8
3543,9
3544,8
3545,8
3546,9
3547,6
3548,4
3549,6
3550,2
3551,4
3552,4
3553,1
3554,7
3555,8
3556,8
3557,3
3558,7
3559,6
3560,6
3561,7
3562,2
3563,1
3564,1
3565,1
3566,4
3567,1
3568,1
3569,6
3570,4
3571,6
3572,8
3573,8
3574,8
3575,8
3576,1
3577,8
3578,8
3579,9
3580,8
3581,8
3582,8
3583,9
3584,9
3585,3
3586,5
3587,1
3588,1
3589,1
3590,5
3591,6
3592,1
3593,7
3594,1
3595,2
3596,6
3597,6
3598,6
3599,3
3600,1
3601,1
3602,2
3603,1
3604,5
3605,6
3606,4
3607,2
3608,1
3609,1
3610,5
3611,7
3612,7
3613,2
3614,1
3615,3
3616,2
3617,4
3618,1
3619,1
3620,1
3621,2
3622,3
3623,1
3624,1
3625,2
3626,3
3627,2
3628,1
3629,1
3630,6
3631,1
3632,1
3633,1
3634,1
3635,1
3636,1
3637,3
3638,1
3639,1
3640,2
3641,1
3642,1
3643,5
3644,7
3645,1
3646,1
3647,2
3648,1
3649,2
3650,5
3651,2
3652,4
3653,5
3654,1
3655,1
3656,2
3657,1
3658,1
3659,1
3660,1
3661,5
3662,1
3663,1
3664,1
3665,2
3666,8
3667,2
3668,2
3669,1
3670,6
3671,5
3672,4
3673,1
3674,1
3675,3
3676,5
3677,4
3678,4
3679,8
3680,8
3681,6
3682,5
3683,8
3684,8
3685,4
3686,7
3687,5
3688,3
3689,4
3690,1
3691,1
3692,6
3693,5
3694,5
3695,7
3696,8
3697,2
3698,8
3699,6
3700,1
3701,7
3702,1
3703,1
3704,5
3705,2
3706,1
3707,1
3708,7
3709,6
3710,6
3711,3
3712,5
3713,5
3714,5
3715,2
3716,4
3717,7
3718,6
3719,7
3720,5
3721,7
3722,6
3723,8
3724,8
3725,8
3726,5
3727,8
3728,1
3729,8
3730,2
3731,6
3732,7
3733,7
3734,2
3735,1
3736,1
3737,7
3738,1
3739,2
3740,9
3741,6
3742,8
3743,6
3744,6
3745,3
3746,2
3747,2
3748,1
3749,7
3750,6
3751,8
3752,8
3753,7
3754,4
3755,7
3756,1
3757,4
3758,6
3759,3
3760,1
3761,1
3762,6
3763,4
3764,6
3765,8
3766,8
3767,8
3768,1
3769,1
3770,1
3771,2
3772,2
3773,1
3774,7
3775,1
3776,1
3777,1
3778,1
3779,1
3780,7
3781,1
3782,1
3783,7
3784,2
3785,1
3786,6
3787,6
3788,1
3789,7
3790,6
3791,6
3792,1
3793,1
3794,8
3795,3
3796,2
3797,1
3798,6
3799,8
3800,8
3801,1
3802,8
3803,7
3804,1
3805,4
3806,8
3807,1
3808,4
3809,1
3810,5
3811,6
3812,2
3813,3
3814,8
3815,3
3816,9
3817,1
3818,6
3819,6
3820,2
3821,6
3822,2
3823,2
3824,5
3825,8
3826,6
3827,1
3828,8
3829,6
3830,9
3831,5
3832,9
3833,3
3834,2
3835,3
3836,8
3837,8
3838,9
3839,1
3840,1
3841,9
3842,7
3843,7
3844,1
3845,5
3846,1
3847,1
3848,1
3849,2
3850,1
3851,1
3852,1
3853,6
3854,1
3855,1
3856,6
3857,6
3858,1
3859,1
3860,1
3861,4
3862,1
3863,8
3864,1
3865,8
3866,7
3867,9
3868,1
3869,1
3870,1
3871,1
3872,1
3873,1
3874,1
3875,1
3876,2
3877,4
3878,1
3879,1
3880,2
3881,2
3882,1
3883,1
3884,3
3885,3
3886,5
3887,1
3888,1
3889,6
3890,1
3891,5
3892,4
3893,1
3894,1
3895,1
3896,6
3897,4
3898,6
3899,6
3900,7
3901,3
3902,6
3903,1
3904,2
3905,4
3906,6
3907,7
3908,1
3909,9
3910,8
3911,8
3912,9
3913,2
3914,4
3915,1
3916,2
3917,1
3918,7
3919,3
3920,8
3921,6
3922,5
3923,9
3924,1
3925,1
3926,5
3927,4
3928,2
3929,4
3930,2
3931,8
3932,8
3933,7
3934,8
3935,1
3936,5
3937,4
3938,7
3939,8
3940,2
3941,4
3942,2
3943,3
3944,4
3945,4
3946,8
3947,3
3948,6
3949,1
3950,3
3951,6
3952,5
3953,1
3954,3
3955,8
3956,6
3957,5
3958,3
3959,2
3960,4
3961,7
3962,6
3963,7
3964,5
3965,6
3966,7
3967,6
3968,1
3969,2
3970,7
3971,7
3972,3
3973,6
3974,7
3975,6
3976,1
3977,7
3978,8
3979,7
3980,4
3981,8
3982,9
3983,4
3984,7
3985,7
3986,6
3987,7
3988,2
3989,8
3990,6
3991,7
3992,1
3993,8
3994,8
3995,6
3996,7
3997,2
3998,9
3999,2
4000,4
4001,3
4002,7
4003,3
4004,1
4005,8
4006,1
4007,1
4008,2
4009,1
4010,7
4011,6
4012,6
4013,8
4014,8
4015,8
4016,6
4017,4
4018,4
4019,5
4020,6
4021,8
4022,8
4023,6
4024,1
4025,2
4026,4
4027,6
4028,2
4029,6
4030,2
4031,4
4032,6
4033,4
4034,7
4035,5
4036,2
4037,7
4038,2
4039,5
4040,8
4041,2
4042,4
4043,5
4044,1
4045,6
4046,1
4047,8
4048,8
4049,6
4050,3
4051,8
4052,2
4053,2
4054,6
4055,6
4056,2
4057,8
4058,7
4059,6
4060,8
4061,8
4062,6
4063,8
4064,4
4065,2
4066,4
4067,4
4068,6
4069,3
4070,1
4071,9
4072,2
4073,7
4074,4
4075,2
4076,2
4077,2
4078,2
4079,1
4080,7
4081,7
4082,2
4083,8
4084,1
4085,4
4086,6
4087,7
4088,2
4089,1
4090,9
4091,8
4092,8
4093,8
4094,8
4095,8
4096,5
4097,1
4098,1
4099,7
4100,1
4101,1
4102,6
4103,3
4104,5
4105,6
4106,8
4107,9
4108,7
4109,2
4110,3
4111,9
4112,5
4113,4
4114,2
4115,8
4116,1
4117,6
4118,2
4119,1
4120,1
4121,6
4122,4
4123,2
4124,6
4125,5
4126,4
4127,8
4128,5
4129,1
4130,4
4131,1
4132,8
4133,2
4134,6
4135,2
4136,6
4137,8
4138,3
4139,4
4140,6
4141,3
4142,7
4143,6
4144,9
4145,2
4146,5
4147,3
4148,7
4149,5
4150,1
4151,8
4152,2
4153,8
4154,6
4155,1
4156,2
4157,6
4158,3
4159,4
4160,6
4161,6
4162,9
4163,7
4164,7
4165,7
4166,9
4167,8
4168,1
4169,5
4170,9
4171,1
4172,2
4173,2
4174,4
4175,5
4176,6
4177,2
4178,6
4179,4
4180,5
4181,1
4182,8
4183,5
4184,5
4185,5
4186,8
4187,2
4188,1
4189,4
4190,5
4191,6
4192,3
4193,4
4194,6
4195,2
4196,6
4197,5
4198,8
4199,6
4200,7
4201,8
4202,8
4203,8
4204,8
4205,8
4206,8
4207,3
4208,7
4209,1
4210,4
4211,4
4212,7
4213,1
4214,3
4215,5
4216,1
4217,5
4218,3
4219,1
4220,1
4221,1
4222,4
4223,2
4224,4
4225,8
4226,9
4227,8
4228,3
4229,5
4230,1
4231,1
4232,3
4233,4
4234,3
4235,3
4236,4
4237,2
4238,7
4239,1
4240,4
4241,1
4242,6
4243,6
4244,5
4245,5
4246,6
4247,6
4248,5
4249,5
4250,1
4251,7
4252,1
4253,1
4254,2
4255,1
4256,1
4257,1
4258,5
4259,1
4260,4
4261,1
4262,6
4263,4
4264,4
4265,3
4266,2
4267,3
4268,2
4269,3
4270,6
4271,6
4272,5
4273,4
4274,7
4275,1
4276,5
4277,3
4278,5
4279,7
4280,5
4281,7
4282,8
4283,8
4284,8
4285,3
4286,5
4287,3
4288,5
4289,7
4290,1
4291,6
4292,6
4293,2
4294,4
4295,2
4296,6
4297,3
4298,4
4299,2
4300,6
4301,7
4302,6
4303,2
4304,8
4305,8
4306,9
4307,8
4308,6
4309,6
4310,6
4311,1
4312,7
4313,3
4314,1
4315,2
4316,4
4317,7
4318,4
4319,6
4320,7
4321,7
4322,5
4323,2
4324,6
4325,5
4326,5
4327,7
4328,5
4329,1
4330,4
4331,5
4332,5
4333,6
4334,3
4335,3
4336,4
4337,7
4338,1
4339,1
4340,6
4341,1
4342,1
4343,3
4344,1
4345,1
4346,1
4347,1
4348,1
4349,9
4350,8
4351,1
4352,9
4353,3
4354,7
4355,4
4356,2
4357,6
4358,1
4359,4
4360,1
4361,7
4362,6
4363,1
4364,1
4365,5
4366,5
4367,1
4368,3
4369,1
4370,6
4371,6
4372,1
4373,8
4374,1
4375,2
4376,7
4377,1
4378,6
4379,1
4380,1
4381,1
4382,6
4383,1
4384,2
4385,8
4386,8
4387,7
4388,4
4389,6
4390,4
4391,3
4392,1
4393,7
4394,9
4395,6
4396,6
4397,1
4398,5
4399,8
4400,7
4401,4
4402,1
4403,6
4404,7
4405,9
4406,9
4407,9
4408,9
4409,6
4410,7
4411,6
4412,7
4413,6
4414,8
4415,1
4416,8
4417,5
4418,1
4419,1
4420,1
4421,1
4422,6
4423,1
4424,8
4425,2
4426,1
4427,7
4428,6
4429,8
4430,4
4431,3
4432,5
4433,7
4434,3
4435,6
4436,4
4437,3
4438,8
4439,7
4440,6
4441,7
4442,9
4443,1
4444,5
4445,1
4446,4
4447,3
4448,7
4449,7
4450,6
4451,8
4452,2
4453,1
4454,6
4455,7
4456,6
4457,7
4458,9
4459,8
4460,2
4461,8
4462,6
4463,5
4464,9
4465,7
4466,7
4467,2
4468,6
4469,2
4470,8
4471,6
4472,7
4473,6
4474,6
4475,7
4476,7
4477,8
4478,6
4479,5
4480,5
4481,3
4482,1
4483,7
4484,1
4485,1
4486,7
4487,1
4488,1
4489,4
4490,1
4491,1
4492,8
4493,7
4494,6
4495,8
4496,6
4497,2
4498,1
4499,7
4500,8
4501,2
4502,2
4503,2
4504,2
4505,3
4506,3
4507,1
4508,1
4509,2
4510,1
4511,7
4512,2
4513,6
4514,6
4515,1
4516,6
4517,5
4518,4
4519,9
4520,5
4521,5
4522,1
4523,2
4524,8
4525,8
4526,3
4527,2
4528,3
4529,6
4530,7
4531,6
4532,9
4533,9
4534,9
4535,1
4536,5
4537,8
4538,4
4539,4
4540,7
4541,7
4542,8
4543,4
4544,4
4545,5
4546,4
4547,3
4548,1
4549,4
4550,7
4551,9
4552,4
4553,3
4554,8
4555,1
4556,7
4557,7
4558,8
4559,7
4560,5
4561,1
4562,8
4563,2
4564,8
4565,7
4566,1
4567,1
4568,8
4569,9
4570,6
4571,6
4572,8
4573,3
4574,2
4575,4
4576,8
4577,7
4578,1
4579,4
4580,8
4581,8
4582,7
4583,1
4584,8
4585,7
4586,1
4587,1
4588,8
4589,6
4590,9
4591,2
4592,2
4593,1
4594,1
4595,8
4596,1
4597,6
4598,2
4599,1
4600,1
4601,8
4602,2
4603,1
4604,1
4605,1
4606,1
4607,1
4608,1
4609,1
4610,6
4611,8
4612,9
4613,9
4614,9
4615,9
4616,9
4617,8
4618,6
4619,1
4620,1
4621,9
4622,1
4623,1
4624,9
4625,7
4626,5
4627,3
4628,3
4629,3
4630,8
4631,4
4632,8
4633,9
4634,6
4635,1
4636,9
4637,5
4638,1
4639,5
4640,8
4641,8
4642,8
4643,3
4644,2
4645,2
4646,4
4647,7
4648,5
4649,1
4650,8
4651,6
4652,4
4653,4
4654,3
4655,5
4656,6
4657,1
4658,1
4659,7
4660,6
4661,4
4662,2
4663,3
4664,6
4665,5
4666,7
4667,6
4668,1
4669,3
4670,1
4671,3
4672,2
4673,7
4674,4
4675,7
4676,8
4677,8
4678,3
4679,6
4680,8
4681,5
4682,4
4683,8
4684,1
4685,1
4686,8
4687,3
4688,8
4689,9
4690,2
4691,6
4692,8
4693,3
4694,5
4695,8
4696,7
4697,1
4698,3
4699,2
4700,7
4701,6
4702,4
4703,6
4704,4
4705,1
4706,6
4707,6
4708,1
4709,7
4710,2
4711,9
4712,1
4713,4
4714,4
4715,4
4716,6
4717,7
4718,9
4719,8
4720,6
4721,6
4722,4
4723,8
4724,2
4725,6
4726,3
4727,5
4728,6
4729,3
4730,8
4731,2
4732,9
4733,8
4734,1
4735,9
4736,2
4737,2
4738,7
4739,7
4740,8
4741,7
4742,7
4743,9
4744,7
4745,3
4746,6
4747,6
4748,1
4749,1
4750,1
4751,1
4752,4
4753,9
4754,8
4755,8
4756,4
4757,6
4758,3
4759,9
4760,8
4761,1
4762,8
4763,4
4764,4
4765,8
4766,1
4767,1
4768,9
4769,6
4770,2
4771,1
4772,2
4773,7
4774,7
4775,6
4776,8
4777,8
4778,3
4779,5
4780,4
4781,9
4782,9
4783,1
4784,9
4785,8
4786,5
4787,7
4788,1
4789,7
4790,1
4791,8
4792,3
4793,8
4794,9
4795,9
4796,3
4797,1
4798,3
4799,1
4800,3
4801,9
4802,4
4803,9
4804,8
4805,8
4806,7
4807,9
4808,6
4809,7
4810,6
4811,5
4812,1
4813,6
4814,2
4815,7
4816,7
4817,6
4818,4
4819,4
4820,6
4821,1
4822,4
4823,9
4824,5
4825,6
4826,1
4827,6
4828,7
4829,8
4830,7
4831,5
4832,1
4833,9
4834,7
4835,1
4836,6
4837,3
4838,9
4839,6
4840,9
4841,1
4842,6
4843,6
4844,1
4845,6
4846,9
4847,8
4848,2
4849,4
4850,1
4851,3
4852,8
4853,1
4854,7
4855,7
4856,8
4857,7
4858,4
4859,1
4860,6
4861,5
4862,6
4863,1
4864,8
4865,9
4866,9
4867,6
4868,2
4869,9
4870,2
4871,7
4872,4
4873,9
4874,9
4875,6
4876,8
4877,9
4878,9
4879,5
4880,9
4881,8
4882,6
4883,7
4884,8
4885,4
4886,7
4887,8
4888,5
4889,6
4890,5
4891,8
4892,1
4893,3
4894,8
4895,3
4896,8
4897,8
4898,6
4899,6
4900,3
4901,7
4902,2
4903,3
4904,8
4905,9
4906,1
4907,1
4908,3
4909,4
4910,5
4911,7
4912,8
4913,7
4914,9
4915,7
4916,8
4917,1
4918,8
4919,9
4920,8
4921,3
4922,1
4923,4
4924,6
4925,2
4926,9
4927,6
4928,8
4929,1
4930,6
4931,4
4932,4
4933,1
4934,5
4935,1
4936,1
4937,1
4938,2
4939,7
4940,8
4941,1
4942,7
4943,1
4944,1
4945,4
4946,5
4947,8
4948,8
4949,8
4950,6
4951,3
4952,8
4953,8
4954,7
4955,9
4956,6
4957,1
4958,9
4959,1
4960,1
4961,8
4962,3
4963,6
4964,2
4965,8
4966,7
4967,7
4968,1
4969,3
4970,5
4971,7
4972,2
4973,3
4974,2
4975,9
4976,9
4977,7
4978,5
4979,4
4980,7
4981,2
4982,8
4983,4
4984,7
4985,4
4986,1
4987,9
4988,7
4989,8
4990,9
4991,7
4992,9
4993,6
4994,3
4995,6
4996,8
4997,9
4998,8
4999,9
5000,5
5001,4
5002,3
5003,2
5004,4
5005,7
5006,4
5007,2
5008,6
5009,3
5010,7
5011,7
5012,6
5013,9
5014,1
5015,7
5016,6
5017,8
5018,9
5019,9
5020,3
5021,1
5022,1
5023,9
5024,7
5025,6
5026,8
5027,6
5028,9
5029,1
5030,5
5031,1
5032,4
5033,5
5034,5
5035,9
5036,1
5037,1
5038,1
5039,1
5040,1
5041,1
5042,1
5043,1
5044,1
5045,1
5046,1
5047,1
5048,1
5049,1
5050,1
5051,1
5052,4
5053,8
5054,4
5055,6
5056,4
5057,4
5058,6
5059,3
5060,6
5061,8
5062,6
5063,8
5064,1
5065,1
5066,7
5067,8
5068,5
5069,9
5070,5
5071,6
5072,8
5073,2
5074,9
5075,7
5076,2
5077,4
5078,5
5079,6
5080,6
5081,2
5082,6
5083,7
5084,4
5085,6
5086,8
5087,3
5088,6
5089,6
5090,4
5091,2
5092,8
5093,7
5094,6
5095,9
5096,7
5097,4
5098,8
5099,9
5100,4
5101,8
5102,1
5103,1
5104,7
5105,9
5106,1
5107,7
5108,4
5109,2
5110,9
5111,2
5112,6
5113,5
5114,8
5115,2
5116,5
5117,3
5118,1
5119,8
5120,9
5121,7
5122,8
5123,8
5124,5
5125,9
5126,8
5127,8
5128,7
5129,2
5130,1
5131,6
5132,5
5133,1
5134,9
5135,8
5136,1
5137,8
5138,5
5139,6
5140,7
5141,6
5142,6
5143,1
5144,6
5145,6
5146,7
5147,8
5148,4
5149,7
5150,2
5151,5
5152,5
5153,7
5154,4
5155,9
5156,7
5157,1
5158,7
5159,3
5160,8
5161,1
5162,8
5163,1
5164,5
5165,8
5166,9
5167,8
5168,9
5169,2
5170,6
5171,7
5172,8
5173,6
5174,6
5175,9
5176,8
5177,6
5178,4
5179,3
5180,8
5181,9
5182,8
5183,5
5184,6
5185,9
5186,8
5187,2
5188,6
5189,8
5190,6
5191,8
5192,1
5193,1
5194,6
5195,1
5196,3
5197,8
5198,6
5199,1
5200,9
5201,8
5202,6
5203,4
5204,8
5205,4
5206,1
5207,4
5208,2
5209,4
5210,1
5211,7
5212,5
5213,3
5214,3
5215,2
5216,5
5217,3
5218,1
5219,9
5220,3
5221,7
5222,8
5223,6
5224,2
5225,5
5226,4
5227,8
5228,3
5229,7
5230,8
5231,9
5232,1
5233,1
5234,5
5235,5
5236,5
5237,3
5238,5
5239,3
5240,2
5241,9
5242,7
5243,9
5244,9
5245,8
5246,1
5247,2
5248,2
5249,8
5250,3
5251,8
5252,4
5253,8
5254,7
5255,7
5256,5
5257,4
5258,1
5259,9
5260,2
5261,8
5262,6
5263,4
5264,9
5265,4
5266,9
5267,9
5268,9
5269,7
5270,8
5271,8
5272,9
5273,9
5274,9
5275,1
5276,6
5277,7
5278,9
5279,8
5280,1
5281,2
5282,6
5283,8
5284,5
5285,8
5286,5
5287,3
5288,5
5289,9
5290,3
5291,1
5292,9
5293,1
5294,8
5295,3
5296,2
5297,3
5298,8
5299,5
5300,8
5301,5
5302,6
5303,7
5304,9
5305,9
5306,4
5307,4
5308,9
5309,8
5310,8
5311,8
5312,9
5313,9
5314,3
5315,4
5316,3
5317,4
5318,5
5319,7
5320,6
5321,7
5322,4
5323,8
5324,6
5325,8
5326,6
5327,8
5328,8
5329,9
5330,5
5331,1
5332,1
5333,9
5334,9
5335,8
5336,2
5337,5
5338,5
5339,1
5340,5
5341,4
5342,2
5343,6
5344,5
5345,8
5346,6
5347,1
5348,3
5349,2
5350,5
5351,7
5352,1
5353,9
5354,9
5355,1
5356,1
5357,2
5358,7
5359,4
5360,8
5361,7
5362,7
5363,8
5364,8
5365,1
5366,4
5367,8
5368,8
5369,2
5370,9
5371,3
5372,4
5373,9
5374,6
5375,5
5376,6
5377,6
5378,6
5379,9
5380,8
5381,8
5382,8
5383,5
5384,8
5385,6
5386,7
5387,7
5388,7
5389,9
5390,9
5391,6
5392,6
5393,7
5394,5
5395,4
5396,6
5397,6
5398,9
5399,4
5400,9
5401,9
5402,9
5403,6
5404,7
5405,6
5406,1
5407,8
5408,9
5409,6
5410,6
5411,4
5412,4
5413,2
5414,7
5415,8
5416,1
5417,8
5418,1
5419,7
5420,4
5421,8
5422,4
5423,1
5424,5
5425,1
5426,8
5427,4
5428,8
5429,1
5430,2
5431,6
5432,8
5433,3
5434,5
5435,8
5436,6
5437,9
5438,9
5439,1
5440,5
5441,9
5442,4
5443,7
5444,1
5445,8
5446,3
5447,7
5448,8
5449,7
5450,1
5451,3
5452,7
5453,3
5454,4
5455,7
5456,8
5457,4
5458,4
5459,4
5460,7
5461,7
5462,9
5463,9
5464,6
5465,1
5466,9
5467,1
5468,7
5469,6
5470,9
5471,8
5472,9
5473,6
5474,8
5475,6
5476,7
5477,6
5478,1
5479,4
5480,9
5481,9
5482,8
5483,6
5484,4
5485,5
5486,8
5487,6
5488,9
5489,1
5490,8
5491,9
5492,4
5493,8
5494,4
5495,3
5496,7
5497,6
5498,9
5499,8
5500,8
5501,9
5502,7
5503,3
5504,1
5505,3
5506,9
5507,8
5508,4
5509,1
5510,8
5511,7
5512,8
5513,9
5514,3
5515,4
5516,7
5517,6
5518,6
5519,3
5520,5
5521,5
5522,1
5523,2
5524,1
5525,9
5526,8
5527,8
5528,1
5529,2
5530,3
5531,7
5532,5
5533,2
5534,6
5535,1
5536,2
5537,3
5538,2
5539,6
5540,1
5541,1
5542,3
5543,1
5544,4
5545,3
5546,7
5547,2
5548,7
5549,5
5550,4
5551,6
5552,8
5553,3
5554,5
5555,4
5556,1
5557,5
5558,5
5559,3
5560,1
5561,3
5562,5
5563,4
5564,4
5565,7
5566,5
5567,8
5568,8
5569,9
5570,9
5571,7
5572,9
5573,1
5574,5
5575,2
5576,1
5577,2
5578,4
5579,4
5580,2
5581,7
5582,6
5583,1
5584,5
5585,2
5586,6
5587,2
5588,3
5589,3
5590,1
5591,7
5592,2
5593,4
5594,1
5595,1
5596,2
5597,1
5598,3
5599,2
5600,2
5601,3
5602,1
5603,8
5604,6
5605,5
5606,6
5607,2
5608,5
5609,4
5610,5
5611,7
5612,2
5613,3
5614,7
5615,4
5616,5
5617,7
5618,6
5619,1
5620,1
5621,3
5622,3
5623,4
5624,8
5625,8
5626,8
5627,8
5628,8
5629,9
5630,3
5631,6
5632,3
5633,5
5634,3
5635,5
5636,7
5637,6
5638,7
5639,7
5640,3
5641,5
5642,4
5643,7
5644,8
5645,4
5646,5
5647,4
5648,3
5649,8
5650,2
5651,1
5652,1
5653,7
5654,4
5655,1
5656,6
5657,6
5658,3
5659,2
5660,2
5661,3
5662,4
5663,8
5664,1
5665,2
5666,4
5667,4
5668,7
5669,2
5670,1
5671,4
5672,7
5673,4
5674,7
5675,1
5676,6
5677,2
5678,8
5679,4
5680,8
5681,1
5682,6
5683,6
5684,1
5685,1
5686,1
5687,1
5688,6
5689,1
5690,3
5691,1
5692,7
5693,1
5694,8
5695,1
5696,9
5697,8
5698,1
5699,2
5700,2
5701,7
5702,4
5703,1
5704,1
5705,1
5706,1
5707,4
5708,1
5709,5
5710,1
5711,5
5712,3
5713,2
5714,4
5715,8
5716,4
5717,1
5718,2
5719,3
5720,8
5721,5
5722,7
5723,3
5724,1
5725,5
5726,1
5727,2
5728,2
5729,6
5730,3
5731,7
5732,9
5733,1
5734,2
5735,1
5736,7
5737,3
5738,2
5739,7
5740,1
5741,2
5742,1
5743,3
5744,3
5745,7
5746,2
5747,1
5748,2
5749,2
5750,4
5751,5
5752,1
5753,1
5754,2
5755,5
5756,3
5757,7
5758,8
5759,4
5760,1
5761,7
5762,5
5763,3
5764,1
5765,5
5766,6
5767,6
5768,3
5769,3
5770,1
5771,1
5772,5
5773,4
5774,6
5775,5
5776,6
5777,4
5778,6
5779,6
5780,6
5781,6
5782,3
5783,5
5784,6
5785,6
5786,5
5787,6
5788,4
5789,6
5790,5
5791,6
5792,6
5793,5
5794,6
5795,6
5796,6
